ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV240,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV241,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,sp._HMT_167
ASV242,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV243,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum_subsp._vincentii
ASV244,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV245,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,sp._HMT_496
ASV246,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV247,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis
ASV248,Bacteria,Saccharibacteria_(TM7),Saccharibacteria_(TM7)_[C-1],Saccharibacteria_(TM7)_[O-1],Saccharibacteria_(TM7)_[F-1],Saccharibacteria_(TM7)_[G-1],bacterium_HMT_488
ASV249,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis
ASV250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis
ASV251,Bacteria,Absconditabacteria_(SR1),Absconditabacteria_(SR1)_[C-1],Absconditabacteria_(SR1)_[O-1],Absconditabacteria_(SR1)_[F-1],Absconditabacteria_(SR1)_[G-1],bacterium_HMT_345
ASV252,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae
ASV253,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,showae
ASV254,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,granulosa
ASV255,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,leadbetteri
ASV256,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,sp._HMT_809
ASV257,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
ASV258,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,
ASV259,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Veillonellaceae_[G-1],bacterium_HMT_135
ASV260,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum_subsp._vincentii
ASV261,Bacteria,Saccharibacteria_(TM7),Saccharibacteria_(TM7)_[C-1],Saccharibacteria_(TM7)_[O-1],Saccharibacteria_(TM7)_[F-1],,
ASV262,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Veillonellaceae_[G-1],bacterium_HMT_155
ASV263,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
ASV264,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
ASV265,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,
ASV266,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,sp._HMT_078
ASV267,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp._HMT_913
ASV268,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,maltophilum
ASV269,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,sp._HMT_234
ASV270,Bacteria,Firmicutes,Negativicutes,,,,
ASV271,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,sp._HMT_322
ASV272,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,sp._HMT_167
ASV273,Bacteria,Firmicutes,Clostridia,Eubacteriales,Ruminococcaceae,Ruminococcaceae_[G-2],bacterium_HMT_085
ASV274,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV275,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_138
ASV276,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp._dentisani_clade_398
ASV277,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
ASV278,Bacteria,,,,,,
ASV279,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
ASV280,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp._HMT_913
ASV281,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,bacterium_HMT_516
ASV282,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
ASV283,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae
ASV284,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,parvula
ASV285,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp._HMT_949
ASV286,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV287,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,sp._HMT_167
ASV288,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV289,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Filifactor,alocis
ASV290,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,
ASV291,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
ASV292,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,
ASV293,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,timonensis
ASV294,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV295,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,
ASV296,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,bovis
ASV297,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV298,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV299,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,
ASV300,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,graevenitzii
ASV301,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis
ASV302,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV303,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum_subsp._vincentii
ASV304,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_138
ASV305,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,sp._HMT_808
ASV306,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
ASV307,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,georgiae
ASV308,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,,
ASV309,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,sp._HMT_262
ASV310,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,goodfellowii
ASV311,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_498
ASV312,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,
ASV313,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp._HMT_898
ASV314,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,mucilaginosa
ASV315,Bacteria,Firmicutes,,,,,
ASV316,Bacteria,Bacteroidetes,Bacteroidetes_[C-1],Bacteroidetes_[O-1],Bacteroidetes_[F-1],Bacteroidetes_[G-3],bacterium_HMT_899
ASV317,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,
ASV318,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
ASV319,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae
ASV320,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
ASV321,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,parvula
ASV322,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
ASV323,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,matruchotii
ASV324,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,sp._HMT_221
ASV325,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum_subsp._nucleatum
ASV326,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
ASV327,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp._HMT_458
ASV328,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
ASV329,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
ASV330,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV331,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,sp._HMT_916
ASV332,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,sp._HMT_167
ASV333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,rava
ASV334,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp._HMT_458
ASV335,Bacteria,Bacteroidetes,Bacteroidetes_[C-1],Bacteroidetes_[O-1],Bacteroidetes_[F-1],Bacteroidetes_[G-3],bacterium_HMT_280
ASV336,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
ASV337,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,pertussis
ASV338,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV339,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
ASV340,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae
ASV341,Bacteria,Saccharibacteria_(TM7),Saccharibacteria_(TM7)_[C-1],Saccharibacteria_(TM7)_[O-1],Saccharibacteria_(TM7)_[F-1],Saccharibacteria_(TM7)_[G-3],bacterium_HMT_351
ASV342,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
ASV343,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,
ASV344,Bacteria,Firmicutes,,,,,
ASV345,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,ascorbata
ASV346,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,
ASV347,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV348,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,leadbetteri
ASV349,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,sp._HMT_036
ASV350,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,sp._HMT_521
ASV351,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV352,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnospiraceae_[G-2],bacterium_HMT_096
ASV353,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,sp._HMT_286
ASV354,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp._HMT_472
ASV355,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,denticariosi
ASV356,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_498
ASV357,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,parvula
ASV358,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp._dentisani_clade_398
ASV359,Bacteria,Saccharibacteria_(TM7),Saccharibacteria_(TM7)_[C-1],Saccharibacteria_(TM7)_[O-1],Saccharibacteria_(TM7)_[F-1],Saccharibacteria_(TM7)_[G-4],bacterium_HMT_355
ASV360,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV361,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,
ASV362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,aphrophilus
ASV363,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,defectiva
ASV364,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp._HMT_913
ASV365,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,sp._HMT_221
ASV366,Bacteria,Saccharibacteria_(TM7),Saccharibacteria_(TM7)_[C-1],Saccharibacteria_(TM7)_[O-1],Saccharibacteria_(TM7)_[F-1],Saccharibacteria_(TM7)_[G-1],bacterium_HMT_488
ASV367,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,sp._HMT_110
ASV368,Bacteria,Firmicutes,,,,,
ASV369,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,viscosus
ASV370,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp._dentisani_clade_398
ASV371,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV372,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens
ASV373,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,sp._HMT_496
ASV374,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,enoeca
ASV375,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum_subsp._vincentii
ASV376,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,wadei
ASV377,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV378,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,graevenitzii
ASV379,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,sp._HMT_262
ASV380,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV381,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,
ASV382,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV383,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,atypica
ASV384,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,graevenitzii
ASV385,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_149
ASV386,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
ASV387,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis
ASV388,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_[G-1],bacterium_HMT_905
ASV389,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,sp._HMT_334
ASV390,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_215
ASV391,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,sp._HMT_521
ASV392,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
ASV393,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_498
ASV394,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV395,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,
ASV396,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp._HMT_913
ASV397,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,goodfellowii
ASV398,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
ASV399,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,sp._HMT_172
ASV400,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,matruchotii
ASV401,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,sp._HMT_496
ASV402,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_[G-1],bacterium_HMT_905
ASV403,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,
ASV404,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,wadei
ASV405,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Schaalia,sp._HMT_180
ASV406,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV407,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
ASV408,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
ASV409,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,gingivalis
ASV410,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV411,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
ASV412,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens
ASV413,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptostreptococcaceae_[G-4],
ASV414,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
ASV415,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,sp._HMT_472
ASV416,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,
ASV417,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,tannerae
ASV418,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae
ASV419,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens
ASV420,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,sp._HMT_237
ASV421,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,intermedius
ASV422,Bacteria,Firmicutes,,,,,
ASV423,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,buccae
ASV424,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV425,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_[G-1],bacterium_HMT_905
ASV426,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,sp._HMT_215
ASV427,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV428,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,leadbetteri
ASV429,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
ASV430,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,granulosa
ASV431,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,maltophilum
ASV432,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,sp._HMT_238
ASV433,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
ASV434,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,sputigena
ASV435,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
ASV436,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_[G-1],bacterium_HMT_905
ASV437,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,sp._HMT_167
ASV438,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV439,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Arachnia,propionica
ASV440,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV441,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,
ASV442,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
ASV443,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,sp._HMT_221
ASV444,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV445,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,parvula
ASV446,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,sp._HMT_917
ASV447,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
ASV448,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Johnsonella,ignava
ASV449,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,sp._HMT_025
ASV450,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,sp._HMT_913
ASV451,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV452,Bacteria,Saccharibacteria_(TM7),Saccharibacteria_(TM7)_[C-1],Saccharibacteria_(TM7)_[O-1],Saccharibacteria_(TM7)_[F-1],Saccharibacteria_(TM7)_[G-6],bacterium_HMT_870
ASV453,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,koreensis
ASV454,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,sp._HMT_458
ASV455,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae
ASV456,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,orale
ASV457,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,
ASV458,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,oralis_subsp._dentisani_clade_398
ASV459,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
ASV460,Bacteria,Firmicutes,,,,,
ASV461,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,
ASV462,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,
ASV463,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,
ASV464,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,bacterium_HMT_516
ASV465,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens
ASV466,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,gingivalis
ASV467,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
ASV468,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,sp._HMT_286
ASV469,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,sp._HMT_892
ASV470,Bacteria,Firmicutes,Clostridia,Eubacteriales,,,
ASV471,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,sp._HMT_358
ASV472,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,aurantiaca
